Almanca;Ordu;Çamaş;Çamaş Türk Telekom Çok Programlı Anadolu Lisesi;1;90;90,40826;1
Almanca;Ordu;Çaybaşı;İlküvez Çok Programlı Anadolu Lisesi;1;89;89,06569;1
Almanca;Ordu;Fatsa;Bolaman Anadolu Lisesi;1;94;94,45049;1
Almanca;Ordu;Fatsa;Cahit Zarifoğlu Anadolu Lisesi;1;94;93,94980;1
Almanca;Ordu;Gölköy;Gölköy Fen Lisesi;1;89;89,37034;1
Almanca;Ordu;Gölköy;Güzelyurt Anadolu Lisesi;1;86;85,91693;1
Almanca;Ordu;İkizce;İkizce Anadolu Lisesi;1;92;91,84428;1
Almanca;Ordu;İkizce;Yoğunoluk Çok Programlı Anadolu Lisesi;1;89;88,96186;1
Almanca;Ordu;Kabadüz;Kabadüz Çok Programlı Anadolu Lisesi;1;92;91,83485;1
Almanca;Ordu;Kabataş;Kabataş Anadolu Lisesi;1;88;87,65445;1
Almanca;Ordu;Korgan;Çayırkent Çok Programlı Anadolu Lisesi;1;86;86,00931;1
Almanca;Ordu;Korgan;Korgan Anadolu Lisesi;1;93;93,29820;1
Almanca;Ordu;Perşembe;Zehra Şelale Anadolu Lisesi;1;91;90,74609;1
Almanca;Ordu;Ünye;Ünye Anadolu Lisesi;1;93;92,83094;1
Almanca;Şanlıurfa;Bozova;Bozova Borsa İstanbul Anadolu Lisesi;1;84;83,72090;1
Almanca;Yozgat;Merkez;Erdoğan Akdağ Fen Lisesi;1;96;96,42612;1
Arapça;Adana;Aladağ;Aladağ İmam Hatip Ortaokulu;1;70;70,37293;1
Arapça;Adana;Ceyhan;Anadolu İmam Hatip Lisesi;1;74;74,07141;1
Arapça;Adana;Ceyhan;Arif-Hasan Bilici İmam Hatip Ortaokulu;1;77;76,50362;1
Arapça;Adana;Ceyhan;Ceyhan Kız Anadolu İmam Hatip Lisesi;1;69;68,81445;1
Arapça;Adana;Ceyhan;Ceyhan Şehit Tuncay Ateş İmam Hatip Ortaokulu;1;69;68,50490;2
Arapça;Adana;Feke;Feke İmam Hatip Ortaokulu;1;69;68,87446;1
Arapça;Adana;İmamoğlu;İmamoğlu Anadolu İmam Hatip Lisesi;1;69;69,24893;1
Arapça;Adana;İmamoğlu;İmamoğlu İmam Hatip Ortaokulu;1;70;70,31493;1
Arapça;Adana;Karaisalı;Ömer Nasuhi Bilmen Anadolu İmam Hatip Lisesi;1;75;75,48546;1
Arapça;Adana;Karataş;Tevfik Ayser Canbolat Anadolu İmam Hatip Lisesi;1;70;70,06600;1
Arapça;Adana;Kozan;Kozan Anadolu Lisesi;1;69;68,88796;2
Arapça;Adana;Kozan;Kozan Gaziköy Çok Programlı Anadolu Lisesi;1;69;68,73258;1
Arapça;Adana;Kozan;Kozan Kız Anadolu İmam Hatip Lisesi;1;78;78,02468;1
Arapça;Adana;Kozan;Necip Fazıl Kısakürek İmam Hatip Ortaokulu;1;69;68,69801;2
Arapça;Adana;Kozan;Osmangazi Anadolu İmam Hatip Lisesi;1;68;68,19931;1
Arapça;Adana;Pozantı;Borsa İstanbul Şehit Erhan Konuk Anadolu İmam Hatip Lisesi;1;71;71,45437;1
Arapça;Adana;Pozantı;Pozantı İmam Hatip Ortaokulu;1;76;76,14374;1
Arapça;Adana;Saimbeyli;Şehit Muhterem Yağbasan Anadolu İmam Hatip Lisesi;1;68;67,74997;1
